Date,Year,Experiment,DataUse,Replication,Month,Vegetation,VegType,N2O,N_rate,PP2,PP7,AirT,DAF_TD,DAF_SD,WFPS25cm,NH4,NO3,Clay,Sand,SOM
3/30/2011,2011,MCSE-T2,Testing,R3,March,Corn,Annual,-0.3,157,0,6.35,1.09,344,335,0.390202899,4.079039474,7.033460526,169.8333333,418.8333333,1.8232
3/30/2011,2011,MCSE-T2,Testing,R4,March,Corn,Annual,0.71,157,0,6.35,1.09,344,335,0.463365942,3.434013158,6.971631579,128.3333333,491.6666667,1.806
4/14/2011,2011,MCSE-T2,Testing,R1,April,Corn,Annual,0.1,157,0,20.32,8.38,359,350,0.365815217,3.655785714,6.833053571,162.5,490.375,1.4964
4/14/2011,2011,MCSE-T2,Testing,R2,April,Corn,Annual,0.48,157,0,20.32,8.38,359,350,0.341427536,2.367642857,5.352142857,183.25,432.875,1.1868
4/14/2011,2011,MCSE-T2,Testing,R3,April,Corn,Annual,0.58,157,0,20.32,8.38,359,350,0.390202899,5.172982143,7.204982143,169.8333333,418.8333333,1.8232
4/14/2011,2011,MCSE-T2,Testing,R4,April,Corn,Annual,1.94,157,0,20.32,8.38,359,350,0.463365942,3.415392857,11.29619643,128.3333333,491.6666667,1.806
4/28/2011,2011,MCSE-T2,Testing,R1,April,Corn,Annual,0.68,157,22.35,44.19,6.3,373,364,0.438978261,4.0560625,5.652633929,162.5,490.375,1.4964
4/28/2011,2011,MCSE-T2,Testing,R2,April,Corn,Annual,0.59,157,22.35,44.19,6.3,373,364,0.438978261,2.832553571,5.268232143,183.25,432.875,1.1868
4/28/2011,2011,MCSE-T2,Testing,R3,April,Corn,Annual,0.39,157,22.35,44.19,6.3,373,364,0.438978261,4.570866071,5.949723214,169.8333333,418.8333333,1.8232
4/28/2011,2011,MCSE-T2,Testing,R4,April,Corn,Annual,3.62,157,22.35,44.19,6.3,373,364,0.536528986,3.624035714,4.554991071,128.3333333,491.6666667,1.806
5/13/2011,2011,MCSE-T2,Testing,R1,May,Corn,Annual,1.6,157,4.32,4.83,21.19,388,379,0.317039855,11.795125,13.59580357,162.5,490.375,1.4964
5/13/2011,2011,MCSE-T2,Testing,R2,May,Corn,Annual,2.07,157,4.32,4.83,21.19,388,379,0.317039855,7.152821429,10.33689286,183.25,432.875,1.1868
5/13/2011,2011,MCSE-T2,Testing,R3,May,Corn,Annual,4.42,157,4.32,4.83,21.19,388,379,0.365815217,10.91519643,9.028339286,169.8333333,418.8333333,1.8232
5/13/2011,2011,MCSE-T2,Testing,R4,May,Corn,Annual,6.29,157,4.32,4.83,21.19,388,379,0.41459058,10.15546429,5.898696429,128.3333333,491.6666667,1.806
6/1/2011,2011,MCSE-T2,Testing,R1,June,Corn,Annual,2.05,157,0,89.58,21.58,26,398,0.390202899,20.20165909,17.08582955,162.5,490.375,1.4964
6/1/2011,2011,MCSE-T2,Testing,R2,June,Corn,Annual,0.84,157,0,89.58,21.58,26,398,0.317039855,18.748375,13.61209091,183.25,432.875,1.1868
6/1/2011,2011,MCSE-T2,Testing,R3,June,Corn,Annual,4.47,157,0,89.58,21.58,26,398,0.365815217,18.84651136,11.17167045,169.8333333,418.8333333,1.8232
6/1/2011,2011,MCSE-T2,Testing,R4,June,Corn,Annual,1.3,157,0,89.58,21.58,26,398,0.41459058,20.44555682,7.924511364,128.3333333,491.6666667,1.806
6/29/2011,2011,MCSE-T2,Testing,R1,June,Corn,Annual,8.93,157,0,6.85,19.05,54,14,0.317039855,46.482,43.75785,162.5,490.375,1.4964
6/29/2011,2011,MCSE-T2,Testing,R2,June,Corn,Annual,2.02,157,0,6.85,19.05,54,14,0.292652174,,,183.25,432.875,1.1868
6/29/2011,2011,MCSE-T2,Testing,R3,June,Corn,Annual,12.29,157,0,6.85,19.05,54,14,0.341427536,,,169.8333333,418.8333333,1.8232
6/29/2011,2011,MCSE-T2,Testing,R4,June,Corn,Annual,6.82,157,0,6.85,19.05,54,14,0.365815217,,,128.3333333,491.6666667,1.806
7/14/2011,2011,MCSE-T2,Testing,R1,July,Corn,Annual,9.15,157,0,58.9,19.78,69,29,0.317039855,22.39840385,27.68355769,162.5,490.375,1.4964
7/14/2011,2011,MCSE-T2,Testing,R2,July,Corn,Annual,3.34,157,0,58.9,19.78,69,29,0.292652174,,,183.25,432.875,1.1868
7/14/2011,2011,MCSE-T2,Testing,R3,July,Corn,Annual,6.58,157,0,58.9,19.78,69,29,0.268264493,,34.56598077,169.8333333,418.8333333,1.8232
7/14/2011,2011,MCSE-T2,Testing,R4,July,Corn,Annual,2.1,157,0,58.9,19.78,69,29,0.317039855,,,128.3333333,491.6666667,1.806
7/28/2011,2011,MCSE-T2,Testing,R1,July,Corn,Annual,87.66,157,33.78,37.84,25.4,83,43,0.390202899,18.56921429,38.48402381,162.5,490.375,1.4964
7/28/2011,2011,MCSE-T2,Testing,R2,July,Corn,Annual,36.48,157,33.78,37.84,25.4,83,43,0.365815217,39.56957143,25.6207381,183.25,432.875,1.1868
7/28/2011,2011,MCSE-T2,Testing,R3,July,Corn,Annual,39.81,157,33.78,37.84,25.4,83,43,0.41459058,57.39795238,57.42365476,169.8333333,418.8333333,1.8232
7/28/2011,2011,MCSE-T2,Testing,R4,July,Corn,Annual,18.57,157,33.78,37.84,25.4,83,43,0.463365942,35.179,42.01885714,128.3333333,491.6666667,1.806
8/19/2011,2011,MCSE-T2,Testing,R1,August,Corn,Annual,9.69,157,0,29.96,20.26,105,65,0.317039855,12.94795238,26.86453175,162.5,490.375,1.4964
8/19/2011,2011,MCSE-T2,Testing,R2,August,Corn,Annual,6.14,157,0,29.96,20.26,105,65,0.292652174,26.59742857,17.92615079,183.25,432.875,1.1868
8/19/2011,2011,MCSE-T2,Testing,R3,August,Corn,Annual,9.97,157,0,29.96,20.26,105,65,0.341427536,37.56276984,38.47545635,169.8333333,418.8333333,1.8232
8/19/2011,2011,MCSE-T2,Testing,R4,August,Corn,Annual,4.79,157,0,29.96,20.26,105,65,0.390202899,23.53733333,28.38147619,128.3333333,491.6666667,1.806
9/15/2011,2011,MCSE-T2,Testing,R1,September,Corn,Annual,1.47,157,2.79,14.73,9.31,132,92,0.268264493,6.049130952,12.60424603,162.5,490.375,1.4964
9/15/2011,2011,MCSE-T2,Testing,R2,September,Corn,Annual,7.25,157,2.79,14.73,9.31,132,92,0.321858406,10.67707143,8.482793651,183.25,432.875,1.1868
9/15/2011,2011,MCSE-T2,Testing,R3,September,Corn,Annual,2.84,157,2.79,14.73,9.31,132,92,0.292652174,13.21959127,15.22084921,169.8333333,418.8333333,1.8232
9/15/2011,2011,MCSE-T2,Testing,R4,September,Corn,Annual,0.39,157,2.79,14.73,9.31,132,92,0.365815217,9.249833333,11.64469048,128.3333333,491.6666667,1.806
9/29/2011,2011,MCSE-T2,Testing,R1,September,Corn,Annual,1.63,157,13.2,34.79,13,146,106,0.365815217,3.241675,6.6167,162.5,490.375,1.4964
9/29/2011,2011,MCSE-T2,Testing,R2,September,Corn,Annual,20.99,157,13.2,34.79,13,146,106,0.341427536,4.022725,4.606925,183.25,432.875,1.1868
9/29/2011,2011,MCSE-T2,Testing,R3,September,Corn,Annual,0.96,157,13.2,34.79,13,146,106,0.390202899,3.457575,5.89915,169.8333333,418.8333333,1.8232
9/29/2011,2011,MCSE-T2,Testing,R4,September,Corn,Annual,2.3,157,13.2,34.79,13,146,106,0.487753623,3.406775,4.8006,128.3333333,491.6666667,1.806
10/13/2011,2011,MCSE-T2,Testing,R1,October,Corn,Annual,1.25,157,0,0,13.5,160,120,0.365815217,3.256491667,5.786966667,162.5,490.375,1.4964
10/13/2011,2011,MCSE-T2,Testing,R2,October,Corn,Annual,10.54,157,0,0,13.5,160,120,0.268264493,3.237441667,4.473575,183.25,432.875,1.1868
10/13/2011,2011,MCSE-T2,Testing,R3,October,Corn,Annual,-0.29,157,0,0,13.5,160,120,0.365815217,4.183591667,6.61035,169.8333333,418.8333333,1.8232
10/13/2011,2011,MCSE-T2,Testing,R4,October,Corn,Annual,0.77,157,0,0,13.5,160,120,0.463365942,3.303058333,4.682066667,128.3333333,491.6666667,1.806
11/9/2011,2011,MCSE-T2,Testing,R1,November,Corn,Annual,1.14,157,10.42,10.42,10.81,187,147,0.41459058,4.3815,5.842,162.5,490.375,1.4964
11/9/2011,2011,MCSE-T2,Testing,R2,November,Corn,Annual,8.76,157,10.42,10.42,10.81,187,147,0.365815217,4.826,5.23875,183.25,432.875,1.1868
11/9/2011,2011,MCSE-T2,Testing,R3,November,Corn,Annual,-0.1,157,10.42,10.42,10.81,187,147,0.390202899,4.41325,5.81025,169.8333333,418.8333333,1.8232
11/9/2011,2011,MCSE-T2,Testing,R4,November,Corn,Annual,1.05,157,10.42,10.42,10.81,187,147,0.487753623,3.8735,5.461,128.3333333,491.6666667,1.806
1/17/2014,2014,MCSE-T2,Testing,R1,January,Corn,Annual,1.52,167,4.57,22.09,-5.65,260,276,0.388333587,5.729318627,7.443196078,162.5,490.375,1.4964
1/17/2014,2014,MCSE-T2,Testing,R2,January,Corn,Annual,0.81,167,4.57,22.09,-5.65,260,276,0.35560265,3.75272549,7.239,183.25,432.875,1.1868
1/17/2014,2014,MCSE-T2,Testing,R3,January,Corn,Annual,0.1,167,4.57,22.09,-5.65,260,276,0.374403292,6.003240196,8.198970588,169.8333333,418.8333333,1.8232
1/17/2014,2014,MCSE-T2,Testing,R4,January,Corn,Annual,3.34,167,4.57,22.09,-5.65,260,276,0.433772068,7.598833333,8.174691176,128.3333333,491.6666667,1.806
2/4/2014,2014,MCSE-T2,Testing,R1,February,Corn,Annual,1.07,167,0,13.97,-10.7,278,294,0.372164162,5.75920098,8.018431373,162.5,490.375,1.4964
2/4/2014,2014,MCSE-T2,Testing,R2,February,Corn,Annual,2.88,167,0,13.97,-10.7,278,294,0.352521043,3.823696078,7.239,183.25,432.875,1.1868
2/4/2014,2014,MCSE-T2,Testing,R3,February,Corn,Annual,0.21,167,0,13.97,-10.7,278,294,0.357241602,6.679328431,8.131735294,169.8333333,418.8333333,1.8232
2/4/2014,2014,MCSE-T2,Testing,R4,February,Corn,Annual,3.63,167,0,13.97,-10.7,278,294,0.43877564,7.662333333,8.611720588,128.3333333,491.6666667,1.806
2/24/2014,2014,MCSE-T2,Testing,R1,February,Corn,Annual,0.1,167,0,30.99,-7.15,298,314,0.409522495,5.792403595,8.657581699,162.5,490.375,1.4964
2/24/2014,2014,MCSE-T2,Testing,R2,February,Corn,Annual,0.21,167,0,30.99,-7.15,298,314,0.380123949,3.902552288,7.239,183.25,432.875,1.1868
2/24/2014,2014,MCSE-T2,Testing,R3,February,Corn,Annual,-0.1,167,0,30.99,-7.15,298,314,0.393961729,7.430537582,8.057029412,169.8333333,418.8333333,1.8232
2/24/2014,2014,MCSE-T2,Testing,R4,February,Corn,Annual,0.41,167,0,30.99,-7.15,298,314,0.447946198,7.732888889,9.097308824,128.3333333,491.6666667,1.806
3/13/2014,2014,MCSE-T2,Testing,R1,March,Corn,Annual,0.11,167,22.35,22.86,-10.5,315,331,0.450980337,5.820625817,9.200859477,162.5,490.375,1.4964
3/13/2014,2014,MCSE-T2,Testing,R2,March,Corn,Annual,0.11,167,22.35,22.86,-10.5,315,331,0.377722648,3.969580065,7.239,183.25,432.875,1.1868
3/13/2014,2014,MCSE-T2,Testing,R3,March,Corn,Annual,-0.43,167,22.35,22.86,-10.5,315,331,0.414021093,8.069065359,7.993529412,169.8333333,418.8333333,1.8232
3/13/2014,2014,MCSE-T2,Testing,R4,March,Corn,Annual,0.32,167,22.35,22.86,-10.5,315,331,0.454815278,7.792861111,9.510058824,128.3333333,491.6666667,1.806
4/1/2014,2014,MCSE-T2,Testing,R1,April,Corn,Annual,14.98,167,0,6.09,7.02,334,350,0.378136442,5.852168301,9.808052288,162.5,490.375,1.4964
4/1/2014,2014,MCSE-T2,Testing,R2,April,Corn,Annual,1.74,167,0,6.09,7.02,334,350,0.368360887,4.044493464,7.239,183.25,432.875,1.1868
4/1/2014,2014,MCSE-T2,Testing,R3,April,Corn,Annual,27.35,167,0,6.09,7.02,334,350,0.358721521,8.782714052,7.922558824,169.8333333,418.8333333,1.8232
4/1/2014,2014,MCSE-T2,Testing,R4,April,Corn,Annual,9.18,167,0,6.09,7.02,334,350,0.406715622,7.859888889,9.971367647,128.3333333,491.6666667,1.806
4/16/2014,2014,MCSE-T2,Testing,R1,April,Corn,Annual,0.92,167,12.95,21.83,0.35,349,365,0.41459058,5.611283333,9.770533333,162.5,490.375,1.4964
4/16/2014,2014,MCSE-T2,Testing,R2,April,Corn,Annual,0.31,167,12.95,21.83,0.35,349,365,0.390202899,3.68935,7.133166667,183.25,432.875,1.1868
4/16/2014,2014,MCSE-T2,Testing,R3,April,Corn,Annual,0.82,167,12.95,21.83,0.35,349,365,0.365815217,8.322733333,7.7597,169.8333333,418.8333333,1.8232
4/16/2014,2014,MCSE-T2,Testing,R4,April,Corn,Annual,0.41,167,12.95,21.83,0.35,349,365,0.463365942,7.20725,9.973733333,128.3333333,491.6666667,1.806
5/2/2014,2014,MCSE-T2,Testing,R1,May,Corn,Annual,0.88,167,6.35,22.6,7.62,365,381,0.463365942,6.323134615,15.34013462,162.5,490.375,1.4964
5/2/2014,2014,MCSE-T2,Testing,R2,May,Corn,Annual,0.49,167,6.35,22.6,7.62,365,381,0.365815217,7.641980769,34.52201923,183.25,432.875,1.1868
5/2/2014,2014,MCSE-T2,Testing,R3,May,Corn,Annual,2.05,167,6.35,22.6,7.62,365,381,0.390202899,3.888153846,7.529634615,169.8333333,418.8333333,1.8232
5/2/2014,2014,MCSE-T2,Testing,R4,May,Corn,Annual,1.17,167,6.35,22.6,7.62,365,381,0.487753623,4.843096154,11.37382692,128.3333333,491.6666667,1.806
5/15/2014,2014,MCSE-T2,Testing,R1,May,Corn,Annual,5.06,167,21.08,22.09,6.47,378,394,0.41459058,17.02253571,39.28382143,162.5,490.375,1.4964
5/15/2014,2014,MCSE-T2,Testing,R2,May,Corn,Annual,11.2,167,21.08,22.09,6.47,378,394,0.365815217,28.96960714,,183.25,432.875,1.1868
5/15/2014,2014,MCSE-T2,Testing,R3,May,Corn,Annual,3.12,167,21.08,22.09,6.47,378,394,0.41459058,14.15142857,9.665607143,169.8333333,418.8333333,1.8232
5/15/2014,2014,MCSE-T2,Testing,R4,May,Corn,Annual,3.51,167,21.08,22.09,6.47,378,394,0.512141304,18.76425,23.25007143,128.3333333,491.6666667,1.806
6/3/2014,2014,MCSE-T2,Testing,R1,June,Corn,Annual,2.88,167,5.08,7.37,20.77,14,413,0.317039855,32.38414189,12.68369595,162.5,490.375,1.4964
6/3/2014,2014,MCSE-T2,Testing,R2,June,Corn,Annual,2.32,167,5.08,7.37,20.77,14,413,0.341427536,25.58535135,15.55063514,183.25,432.875,1.1868
6/3/2014,2014,MCSE-T2,Testing,R3,June,Corn,Annual,2.88,167,5.08,7.37,20.77,14,413,0.317039855,40.90687162,12.30784459,169.8333333,418.8333333,1.8232
6/3/2014,2014,MCSE-T2,Testing,R4,June,Corn,Annual,1.12,167,5.08,7.37,20.77,14,413,0.390202899,,,128.3333333,491.6666667,1.806
6/17/2014,2014,MCSE-T2,Testing,R1,June,Corn,Annual,2.12,167,0,8.89,24.71,28,427,0.268264493,,12.89993919,162.5,490.375,1.4964
6/17/2014,2014,MCSE-T2,Testing,R2,June,Corn,Annual,1.38,167,0,8.89,24.71,28,427,0.292652174,,22.56652703,183.25,432.875,1.1868
6/17/2014,2014,MCSE-T2,Testing,R3,June,Corn,Annual,1.38,167,0,8.89,24.71,28,427,0.292652174,,13.48516892,169.8333333,418.8333333,1.8232
6/17/2014,2014,MCSE-T2,Testing,R4,June,Corn,Annual,1.38,167,0,8.89,24.71,28,427,0.365815217,,21.30167568,128.3333333,491.6666667,1.806
7/3/2014,2014,MCSE-T2,Testing,R1,July,Corn,Annual,9.84,167,20.83,52.84,16.32,44,15,0.366733297,18.07089865,13.14707432,162.5,490.375,1.4964
7/3/2014,2014,MCSE-T2,Testing,R2,July,Corn,Annual,13.85,167,20.83,52.84,16.32,44,15,0.352692684,41.62339189,30.58468919,183.25,432.875,1.1868
7/3/2014,2014,MCSE-T2,Testing,R3,July,Corn,Annual,13.37,167,20.83,52.84,16.32,44,15,0.348297577,33.67302027,14.83068243,169.8333333,418.8333333,1.8232
7/3/2014,2014,MCSE-T2,Testing,R4,July,Corn,Annual,14.23,167,20.83,52.84,16.32,44,15,0.383382142,25.59736486,16.52372973,128.3333333,491.6666667,1.806
7/14/2014,2014,MCSE-T2,Testing,R1,July,Corn,Annual,1.97,167,9.14,62.22,19.73,55,26,0.317039855,14.38898661,12.50269643,162.5,490.375,1.4964
7/14/2014,2014,MCSE-T2,Testing,R2,July,Corn,Annual,1.41,167,9.14,62.22,19.73,55,26,0.268264493,41.32149107,31.07417857,183.25,432.875,1.1868
7/14/2014,2014,MCSE-T2,Testing,R3,July,Corn,Annual,1.31,167,9.14,62.22,19.73,55,26,0.341427536,29.84783482,14.47629911,169.8333333,418.8333333,1.8232
7/14/2014,2014,MCSE-T2,Testing,R4,July,Corn,Annual,1.88,167,9.14,62.22,19.73,55,26,0.41459058,17.91266964,13.94958929,128.3333333,491.6666667,1.806
7/30/2014,2014,MCSE-T2,Testing,R1,July,Corn,Annual,2.38,167,0,7.11,17.87,71,42,0.195101449,11.76734375,10.144125,162.5,490.375,1.4964
7/30/2014,2014,MCSE-T2,Testing,R2,July,Corn,Annual,2.28,167,0,7.11,17.87,71,42,0.146326087,30.0910625,23.01875,183.25,432.875,1.1868
7/30/2014,2014,MCSE-T2,Testing,R3,July,Corn,Annual,-0.76,167,0,7.11,17.87,71,42,0.21948913,22.23690625,11.72765625,169.8333333,418.8333333,1.8232
7/30/2014,2014,MCSE-T2,Testing,R4,July,Corn,Annual,1.43,167,0,7.11,17.87,71,42,0.341427536,13.8668125,11.445875,128.3333333,491.6666667,1.806
8/19/2014,2014,MCSE-T2,Testing,R1,August,Corn,Annual,1.78,167,7.62,8.64,20.24,91,62,0.170713768,8.490290179,7.195910714,162.5,490.375,1.4964
8/19/2014,2014,MCSE-T2,Testing,R2,August,Corn,Annual,1.97,167,7.62,8.64,20.24,91,62,0.243876812,16.05302679,12.94946429,183.25,432.875,1.1868
8/19/2014,2014,MCSE-T2,Testing,R3,August,Corn,Annual,0.84,167,7.62,8.64,20.24,91,62,0.146326087,12.72324554,8.291852679,169.8333333,418.8333333,1.8232
8/19/2014,2014,MCSE-T2,Testing,R4,August,Corn,Annual,1.13,167,7.62,8.64,20.24,91,62,0.243876812,8.809491071,8.316232143,128.3333333,491.6666667,1.806
9/16/2014,2014,MCSE-T2,Testing,R1,September,Corn,Annual,1.55,167,0.25,30.98,12.37,119,90,0.341427536,6.358355263,5.658184211,162.5,490.375,1.4964
9/16/2014,2014,MCSE-T2,Testing,R2,September,Corn,Annual,1.17,167,0.25,30.98,12.37,119,90,0.341427536,7.414460526,5.223710526,183.25,432.875,1.1868
9/16/2014,2014,MCSE-T2,Testing,R3,September,Corn,Annual,1.85,167,0.25,30.98,12.37,119,90,0.341427536,6.913144737,5.671552632,169.8333333,418.8333333,1.8232
9/16/2014,2014,MCSE-T2,Testing,R4,September,Corn,Annual,0.78,167,0.25,30.98,12.37,119,90,0.463365942,5.059947368,6.38175,128.3333333,491.6666667,1.806
10/7/2014,2014,MCSE-T2,Testing,R1,October,Corn,Annual,0.59,167,3.04,69.34,10.4,140,111,0.365815217,10.04660714,3.58775,162.5,490.375,1.4964
10/7/2014,2014,MCSE-T2,Testing,R2,October,Corn,Annual,0.78,167,3.04,69.34,10.4,140,111,0.341427536,12.79978571,3.533321429,183.25,432.875,1.1868
10/7/2014,2014,MCSE-T2,Testing,R3,October,Corn,Annual,2.83,167,3.04,69.34,10.4,140,111,0.390202899,10.90385714,3.859892857,169.8333333,418.8333333,1.8232
10/7/2014,2014,MCSE-T2,Testing,R4,October,Corn,Annual,1.17,167,3.04,69.34,10.4,140,111,0.487753623,8.935357143,4.304392857,128.3333333,491.6666667,1.806
11/11/2014,2014,MCSE-T2,Testing,R1,November,Corn,Annual,2.7,167,0,5.84,7.78,175,146,0.365815217,6.182783333,4.783666667,162.5,490.375,1.4964
11/11/2014,2014,MCSE-T2,Testing,R2,November,Corn,Annual,4.43,167,0,5.84,7.78,175,146,0.365815217,7.177616667,4.270375,183.25,432.875,1.1868
11/11/2014,2014,MCSE-T2,Testing,R3,November,Corn,Annual,4.82,167,0,5.84,7.78,175,146,0.390202899,10.75160833,4.493683333,169.8333333,418.8333333,1.8232
11/11/2014,2014,MCSE-T2,Testing,R4,November,Corn,Annual,1.45,167,0,5.84,7.78,175,146,0.438978261,10.8458,5.514975,128.3333333,491.6666667,1.806
12/11/2014,2014,MCSE-T2,Testing,R1,December,Corn,Annual,4.69,167,0.51,3.56,-2.23,205,176,0.420488592,6.623415468,4.526544964,162.5,490.375,1.4964
12/11/2014,2014,MCSE-T2,Testing,R2,December,Corn,Annual,0.1,167,0.51,3.56,-2.23,205,176,0.377406356,7.000989209,4.384241007,183.25,432.875,1.1868
12/11/2014,2014,MCSE-T2,Testing,R3,December,Corn,Annual,0.41,167,0.51,3.56,-2.23,205,176,0.380379662,10.64013309,4.507129496,169.8333333,418.8333333,1.8232
12/11/2014,2014,MCSE-T2,Testing,R4,December,Corn,Annual,1.43,167,0.51,3.56,-2.23,205,176,0.414964161,10.60678417,5.183929856,128.3333333,491.6666667,1.806
3/31/2003,2003,MCSE-T2,Testing,R1,March,GLYMX,Annual,1.31,0,0.381,6.0833,2.64,325,273,0.390202899,6.065131944,55.88176389,162.5,490.375,1.4964
3/31/2003,2003,MCSE-T2,Testing,R2,March,GLYMX,Annual,0,0,0.381,6.0833,2.64,325,273,0.41459058,3.406069444,17.37077778,183.25,432.875,1.1868
3/31/2003,2003,MCSE-T2,Testing,R3,March,GLYMX,Annual,0,0,0.381,6.0833,2.64,325,273,0.463365942,6.218464286,12.9000754,169.8333333,418.8333333,1.8232
3/31/2003,2003,MCSE-T2,Testing,R4,March,GLYMX,Annual,0,0,0.381,6.0833,2.64,325,273,0.512141304,5.627413793,20.60402956,128.3333333,491.6666667,1.806
4/16/2003,2003,MCSE-T2,Testing,R1,April,GLYMX,Annual,0.38,0,0,0,10.1,341,289,0.317039855,5.583002315,47.8901713,162.5,490.375,1.4964
4/16/2003,2003,MCSE-T2,Testing,R3,April,GLYMX,Annual,0.38,0,0,0,10.1,341,289,0.341427536,6.339416667,12.75762037,169.8333333,418.8333333,1.8232
4/16/2003,2003,MCSE-T2,Testing,R4,April,GLYMX,Annual,0.38,0,0,0,10.1,341,289,0.463365942,5.609896552,17.7362069,128.3333333,491.6666667,1.806
4/29/2003,2003,MCSE-T2,Testing,R1,April,GLYMX,Annual,0.78,0,0,0,13.38,354,302,0.268264493,5.191271991,41.39700231,162.5,490.375,1.4964
4/29/2003,2003,MCSE-T2,Testing,R2,April,GLYMX,Annual,0.78,0,0,0,13.38,354,302,0.268264493,3.261136574,15.10300463,183.25,432.875,1.1868
4/29/2003,2003,MCSE-T2,Testing,R4,April,GLYMX,Annual,0.78,0,0,0,13.38,354,302,0.41459058,5.595663793,15.40610099,128.3333333,491.6666667,1.806
5/14/2003,2003,MCSE-T2,Testing,R1,May,GLYMX,Annual,0.4,0,2.9083,50.5206,12.25,369,317,,4.478055556,,162.5,490.375,1.4964
5/14/2003,2003,MCSE-T2,Testing,R2,May,GLYMX,Annual,0.79,0,2.9083,50.5206,12.25,369,317,,3.010555556,13.16222222,183.25,432.875,1.1868
5/14/2003,2003,MCSE-T2,Testing,R3,May,GLYMX,Annual,4.15,0,2.9083,50.5206,12.25,369,317,,6.19,11.81888889,169.8333333,418.8333333,1.8232
5/14/2003,2003,MCSE-T2,Testing,R4,May,GLYMX,Annual,4.55,0,2.9083,50.5206,12.25,369,317,,5.271724138,12.01655172,128.3333333,491.6666667,1.806
5/30/2003,2003,MCSE-T2,Testing,R1,May,GLYMX,Annual,1.27,0,0,1.6383,13.61,385,333,0.292652174,4.257145833,25.91329167,162.5,490.375,1.4964
5/30/2003,2003,MCSE-T2,Testing,R2,May,GLYMX,Annual,0.78,0,0,1.6383,13.61,385,333,0.292652174,3.106208333,12.67883333,183.25,432.875,1.1868
5/30/2003,2003,MCSE-T2,Testing,R3,May,GLYMX,Annual,2.05,0,0,1.6383,13.61,385,333,0.292652174,6.63575,14.57325,169.8333333,418.8333333,1.8232
5/30/2003,2003,MCSE-T2,Testing,R4,May,GLYMX,Annual,2.05,0,0,1.6383,13.61,385,333,0.341427536,5.561724138,9.849694581,128.3333333,491.6666667,1.806
6/11/2003,2003,MCSE-T2,Testing,R1,June,GLYMX,Annual,1.22,0,0.635,3.81,19.93,397,345,0.292652174,3.895548611,19.91959722,162.5,490.375,1.4964
6/11/2003,2003,MCSE-T2,Testing,R2,June,GLYMX,Annual,2.34,0,0.635,3.81,19.93,397,345,0.292652174,3.046236111,11.74044444,183.25,432.875,1.1868
6/11/2003,2003,MCSE-T2,Testing,R3,June,GLYMX,Annual,0.75,0,0.635,3.81,19.93,397,345,0.292652174,6.678083333,17.40958333,169.8333333,418.8333333,1.8232
6/11/2003,2003,MCSE-T2,Testing,R4,June,GLYMX,Annual,2.34,0,0.635,3.81,19.93,397,345,0.390202899,3.915019231,10.57763462,128.3333333,491.6666667,1.806
7/16/2003,2003,MCSE-T2,Testing,R1,July,GLYMX,Annual,0.76,0,1.7653,10.1346,19.9,432,380,0.21948913,2.845152778,21.7566875,162.5,490.375,1.4964
7/16/2003,2003,MCSE-T2,Testing,R2,July,GLYMX,Annual,1.99,0,1.7653,10.1346,19.9,432,380,0.243876812,4.346222222,11.60374306,183.25,432.875,1.1868
7/16/2003,2003,MCSE-T2,Testing,R3,July,GLYMX,Annual,1.61,0,1.7653,10.1346,19.9,432,380,0.292652174,9.4615,21.48769444,169.8333333,418.8333333,1.8232
7/16/2003,2003,MCSE-T2,Testing,R4,July,GLYMX,Annual,0.38,0,1.7653,10.1346,19.9,432,380,0.292652174,4.503208333,17.85231944,128.3333333,491.6666667,1.806
7/25/2003,2003,MCSE-T2,Testing,R1,July,GLYMX,Annual,1.64,0,0,9.525,19.91,441,389,,2.560410714,21.58773214,162.5,490.375,1.4964
7/25/2003,2003,MCSE-T2,Testing,R2,July,GLYMX,Annual,1.25,0,0,9.525,19.91,441,389,,4.637767857,11.318875,183.25,432.875,1.1868
7/25/2003,2003,MCSE-T2,Testing,R3,July,GLYMX,Annual,1.25,0,0,9.525,19.91,441,389,,10.06701786,21.10014286,169.8333333,418.8333333,1.8232
7/25/2003,2003,MCSE-T2,Testing,R4,July,GLYMX,Annual,1.64,0,0,9.525,19.91,441,389,,4.803321429,18.4785,128.3333333,491.6666667,1.806
7/30/2003,2003,MCSE-T2,Testing,R1,July,GLYMX,Annual,0.76,0,0,0,20.91,446,394,0.097550725,2.3733125,18.2483125,162.5,490.375,1.4964
7/30/2003,2003,MCSE-T2,Testing,R2,July,GLYMX,Annual,0,0,0,0,20.91,446,394,0.113809179,4.5640625,10.4060625,183.25,432.875,1.1868
7/30/2003,2003,MCSE-T2,Testing,R3,July,GLYMX,Annual,0.76,0,0,0,20.91,446,394,0.121938406,9.9139375,18.526125,169.8333333,418.8333333,1.8232
7/30/2003,2003,MCSE-T2,Testing,R4,July,GLYMX,Annual,0.38,0,0,0,20.91,446,394,0.121938406,4.34975,16.494125,128.3333333,491.6666667,1.806
8/27/2003,2003,MCSE-T2,Testing,R1,August,GLYMX,Annual,1.59,0,19.05,22.098,22.2,474,422,0.243876812,2.07645,3.9004875,162.5,490.375,1.4964
